,video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_thumbnail,collection_date,weight,classifs,classif,pick,round,rec_from
133,hZ1V-BMxJU8,NBC News,UCeY0bbntWzzVIaj2z3QigXg,1603359628.0,"NBC Nightly News Broadcast (Full) - October 21st, 2020 | NBC Nightly News","Former President Obama holds campaign event for Joe Biden, CDC issues new guidance on close contact and spread of Covid-19, and educators speak out about mental health toll of teaching through pandemic.

Watch “NBC Nightly News With Lester Holt” at 6:30 p.m. ET / 5:30 p.m. CT (or check your local listings).

00:00 Intro
00:23 FBI: Iran And Russia Behind Threatening Emails Sent To U.S. Voters
02:13 Mitt Romney Says He Did Not Vote For Trump
02:38 Tax Records Show Trump Linked To Bank Account In China
03:07 Obama Makes The Case For Biden First Campaign Rally
05:28 CDC Changes Guidance On 'Close Contact' Spread
06:09 Superspreader Events Linked To Salvation Army, Churches
06:35 Tidal Wave Of New Covid Infections Sweeps Across U.S.
07:13 Staggering Surge Of Covid Cases Hitting Midwest
09:06 Oxycontin Makers To Plead Guilty In $8 Billion Settlement
10:47 Pope Francis Endorses Same-Sex Civil Unions
12:14 Parents Of 545 Separated Migrant Children Can't Be Found
12:42 Record Early Voting In Georgia After Primary Chaos
14:56 Record-Breaking Early Snow Slams Central U.S.
15:25 Teachers Sound The Alarm Over Pandemic Stress
18:02 Sound Media Scams Surge During Covid Pandemic

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

Connect with NBC Nightly News online! 
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNightlyNews.com: https://nbcnews.to/2wFotQ8
Find Nightly News on Facebook: https://bit.ly/2TZ1PhF
Follow Nightly News on Twitter: https://bit.ly/1yFY2s4
Follow Nightly News on Instagram: https://bit.ly/2tEncJD
 
NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties. We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.""

NBC Nightly News Broadcast (Full) - October 21st, 2020 | NBC Nightly News",,https://i.ytimg.com/vi/hZ1V-BMxJU8/hqdefault.jpg,2020-10-22 11:49:32.116669,-0.3333333333333333,"['Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,4,zfp74TzYlqk
134,XiaNlXnCfuU,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603394092.0,"'I Should Have Worn A Mask,' Chris Christie Writes In Op-ed | Morning Joe | MSNBC","Former NJ Gov. Chris Christie served as one of President Trump's debate coaches, and he writes in a new op-ed his regret over not wearing as mask at the White House during debate prep, which led to him contracting the coronavirus. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

'I Should Have Worn A Mask,' Chris Christie Writes In Op-ed | Morning Joe | MSNBC",,https://i.ytimg.com/vi/XiaNlXnCfuU/hqdefault.jpg,2020-10-22 11:49:32.116696,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,4,zfp74TzYlqk
135,zfp74TzYlqk,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603406118.0,Speaker Pelosi: We're On A Good Path With Negotiations | Morning Joe | MSNBC,"House Speaker Nancy Pelosi, D-Calif., weighs in on negotiations with Treasury Secretary Steve Mnuchin on coronavirus relief. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Speaker Pelosi: We're On A Good Path With Negotiations | Morning Joe | MSNBC",,https://i.ytimg.com/vi/zfp74TzYlqk/hqdefault.jpg,2020-10-22 11:49:32.463077,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,True,5,MBtwpbWbmz0
136,cW3X6sjAUK8,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603395795.0,Pennsylvania Attorney General: We'll Be Ready On Election Day | Morning Joe | MSNBC,"Election officials in the presidential battleground state of Pennsylvania must accept mail ballots that arrive up to three days after the election under an order issued Monday by the U.S. Supreme Court. Pennsylvania AG Josh Shapiro joins Morning Joe to discuss. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Pennsylvania Attorney General: We'll Be Ready On Election Day | Morning Joe | MSNBC",,https://i.ytimg.com/vi/cW3X6sjAUK8/hqdefault.jpg,2020-10-22 11:49:32.463115,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,5,MBtwpbWbmz0
137,2LE8W0oezrw,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603393085.0,James Carville: Biden Has To Win By More Than Five Points | Morning Joe | MSNBC,"Democratic strategist James Carville says that Joe Biden has to win the election by more than five points because otherwise it will be 'stolen'. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

James Carville: Biden Has To Win By More Than Five Points | Morning Joe | MSNBC",,https://i.ytimg.com/vi/2LE8W0oezrw/hqdefault.jpg,2020-10-22 11:49:32.463158,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,5,MBtwpbWbmz0
138,Ry4Zh-ZJDhI,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603388473.0,Steve Kornacki Breaks Down Possible Election Scenarios | Morning Joe | MSNBC,"MSNBC's Steve Kornacki looks to the election map to game out different scenarios for the race between President Trump and Joe Biden and the paths to victory for each. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Steve Kornacki Breaks Down Possible Election Scenarios | Morning Joe | MSNBC",,https://i.ytimg.com/vi/Ry4Zh-ZJDhI/hqdefault.jpg,2020-10-22 11:49:32.463186,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,5,MBtwpbWbmz0
139,ypWWCEA5ohQ,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603398549.0,Speaker Pelosi: My Hope Is A Deal Before Election Day | Morning Joe | MSNBC,"House Speaker Nancy Pelosi and Treasury Secretary Steve Mnuchin are expected to continue their coronavirus relief talks on Thursday, and she joins Morning Joe to discuss. Speaker Pelosi says her hope is a deal before Election Day. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Speaker Pelosi: My Hope Is A Deal Before Election Day | Morning Joe | MSNBC",,https://i.ytimg.com/vi/ypWWCEA5ohQ/hqdefault.jpg,2020-10-22 11:49:32.463212,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,5,MBtwpbWbmz0
140,CV6Nc6j7f2c,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603307431.0,Trump Pressures Barr To Investigate Joe And Hunter Biden | Morning Joe | MSNBC,The president on Tuesday called on Attorney General William Barr to launch an investigation into unverified claims about his challenger Joe Biden and his son ...,,https://i.ytimg.com/vi/CV6Nc6j7f2c/hqdefault.jpg,2020-10-22 11:47:46.430844,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,0,start
141,vfb9FIpobL4,ABC News,UCBi2mrWuNuyYy4gbM6fU18Q,1571179599.0,"Hunter Biden on relationship with his dad, addiction battle l ABC News","Biden told ABC News he is not consumed with being ""the subject of Donald Trump's ire"" because he is ""absolutely enveloped in the love of my family."" Exclusive: ...",,https://i.ytimg.com/vi/vfb9FIpobL4/hqdefault.jpg,2020-10-22 11:47:46.430876,-0.3333333333333333,"['PartisanLeft', 'Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
142,TkRBSbFtc4Q,CBS Evening News,UCAeWdyKJXGWmVAXFpgLNNTg,1602828187.0,Hunter Biden tabloid story raises disinformation campaign fears,The Trump campaign is accusing Twitter and Facebook of censorship after the social media companies blocked the spread of an unverified story about former ...,,https://i.ytimg.com/vi/TkRBSbFtc4Q/hqdefault.jpg,2020-10-22 11:47:46.430901,-0.2,"['Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
143,YGvkd6SWVFs,NBC News,UCeY0bbntWzzVIaj2z3QigXg,1603178989.0,Giuliani Linked To Accused Russian Agent While Digging For Dirt On Hunter Biden | NBC News NOW,An unverified report in the New York Post lead to new questions about Joe Biden's son Hunter. President Trump's personal lawyer Rudy Giuliani has been tied ...,,https://i.ytimg.com/vi/YGvkd6SWVFs/hqdefault.jpg,2020-10-22 11:47:46.430924,-0.3333333333333333,"['Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
144,CI_WpkNn454,The Independent,UCshwRhftzkiov5wKR7M_LsQ,1602907206.0,Trump chuckles as Florida rally crowd calls for Hunter Biden&#39;s imprisonment,"Donald Trump chuckled and smirked as a crowd of supporters in Florida chanted ""lock him up"" after he mentioned Democratic presidential nominee Joe Biden's ...",,https://i.ytimg.com/vi/CI_WpkNn454/hqdefault.jpg,2020-10-22 11:47:46.430948,0.0,['Mainstream News'],Neutral,False,0,start
145,WAVp57zf5to,Fox News,UCXIJgqnII2ZOINSWNOGFThA,1603260130.0,Sources tell Fox News FBI has possession of Hunter Biden laptop,FBI and DOJ agree Hunter Biden emails were not Russia disinformation; Fox News' Mike Emanuel reports. #FoxNews Subscribe to Fox News!,,https://i.ytimg.com/vi/WAVp57zf5to/hqdefault.jpg,2020-10-22 11:47:46.430971,1.1428571428571428,"['PartisanRight', 'PartisanRight', 'Mainstream News', 'PartisanRight', 'Mainstream News', 'PartisanRight', 'Mainstream News']",Right,True,0,start
146,obqJ9yhqFos,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1602989828.0,Hunter Biden NY Post Story linked To Giuliani &amp; Ex-Hannity Staffer | MSNBC,"The Hunter Biden New York Post stories causing controversy are linked to Rudy Giuliani, co-reported on by an ex-Hannity staffer, have many holes, and provide ...",,https://i.ytimg.com/vi/obqJ9yhqFos/hqdefault.jpg,2020-10-22 11:47:46.430993,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,0,start
147,QQEFxWWPats,CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,1598432276.0,Former AG Pam Bondi makes allegations against Joe Biden&#39;s son Hunter Biden,Former Florida Attorney General Pam Bondi makes a number of allegations against Democratic candidate Joe Biden's son. Read more from NBC News here: ...,,https://i.ytimg.com/vi/QQEFxWWPats/hqdefault.jpg,2020-10-22 11:47:46.431014,-0.2,"['Mainstream News', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,0,start
148,rmJGzUo_S98,CNN,UCupvZG-5ko_eiXAupbDfxWw,1570573214.0,Is Hunter Biden a problem for Joe Biden?,"President Donald Trump's desire for foreign governments to investigate former Vice President Joe Biden and his son, Hunter, has become the basis of the ...",,https://i.ytimg.com/vi/rmJGzUo_S98/hqdefault.jpg,2020-10-22 11:47:46.431036,0.375,"['Mainstream News', 'PartisanLeft', 'Conspiracy', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Neutral,False,0,start
149,oEdeHwzzM-g,CNN,UCupvZG-5ko_eiXAupbDfxWw,1602917562.0,US investigating if emails connected to Russia disinformation against Biden,US authorities are investigating whether recently published emails that purport to detail the business dealings of Joe Biden's son in Ukraine and China are ...,,https://i.ytimg.com/vi/oEdeHwzzM-g/hqdefault.jpg,2020-10-22 11:47:46.431057,0.375,"['Mainstream News', 'PartisanLeft', 'Conspiracy', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Neutral,False,0,start
150,hZ1V-BMxJU8,NBC News,UCeY0bbntWzzVIaj2z3QigXg,1603359628.0,"NBC Nightly News Broadcast (Full) - October 21st, 2020 | NBC Nightly News","Former President Obama holds campaign event for Joe Biden, CDC issues new guidance on close contact and spread of Covid-19, and educators speak out about mental health toll of teaching through pandemic.

Watch “NBC Nightly News With Lester Holt” at 6:30 p.m. ET / 5:30 p.m. CT (or check your local listings).

00:00 Intro
00:23 FBI: Iran And Russia Behind Threatening Emails Sent To U.S. Voters
02:13 Mitt Romney Says He Did Not Vote For Trump
02:38 Tax Records Show Trump Linked To Bank Account In China
03:07 Obama Makes The Case For Biden First Campaign Rally
05:28 CDC Changes Guidance On 'Close Contact' Spread
06:09 Superspreader Events Linked To Salvation Army, Churches
06:35 Tidal Wave Of New Covid Infections Sweeps Across U.S.
07:13 Staggering Surge Of Covid Cases Hitting Midwest
09:06 Oxycontin Makers To Plead Guilty In $8 Billion Settlement
10:47 Pope Francis Endorses Same-Sex Civil Unions
12:14 Parents Of 545 Separated Migrant Children Can't Be Found
12:42 Record Early Voting In Georgia After Primary Chaos
14:56 Record-Breaking Early Snow Slams Central U.S.
15:25 Teachers Sound The Alarm Over Pandemic Stress
18:02 Sound Media Scams Surge During Covid Pandemic

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

Connect with NBC Nightly News online! 
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNightlyNews.com: https://nbcnews.to/2wFotQ8
Find Nightly News on Facebook: https://bit.ly/2TZ1PhF
Follow Nightly News on Twitter: https://bit.ly/1yFY2s4
Follow Nightly News on Instagram: https://bit.ly/2tEncJD
 
NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties. We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.""

NBC Nightly News Broadcast (Full) - October 21st, 2020 | NBC Nightly News",,https://i.ytimg.com/vi/hZ1V-BMxJU8/hqdefault.jpg,2020-10-22 11:49:42.831403,-0.3333333333333333,"['Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'Mainstream News']",Neutral,False,1,CV6Nc6j7f2c
151,zfp74TzYlqk,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603406118.0,Speaker Pelosi: We're On A Good Path With Negotiations | Morning Joe | MSNBC,"House Speaker Nancy Pelosi, D-Calif., weighs in on negotiations with Treasury Secretary Steve Mnuchin on coronavirus relief. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Speaker Pelosi: We're On A Good Path With Negotiations | Morning Joe | MSNBC",,https://i.ytimg.com/vi/zfp74TzYlqk/hqdefault.jpg,2020-10-22 11:49:42.831445,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,True,1,CV6Nc6j7f2c
152,-qriLPZOGLE,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603355665.0,Trump Wants To Make The Election About ‘Corruption.’ Here’s Why That Could Backfire | All In | MSNBC,"Chris Hayes runs through the endless list of corrupt schemes involving Trump that show why he is “the most flagrantly corrupt president in recent memory, possibly ever.” Aired on 10/21/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About All In with Chris Hayes:
Chris Hayes delivers the biggest news and political stories of the day with a commitment to in-depth reporting that consistently seeks to hold the nation's leaders accountable for their actions. Drawing from his background as a reporter, Hayes at times reports directly from the scene of a news event as it occurs to provide a firsthand account, digging deep and speaking with people who represent different points of view. Hayes brings the nation's officials, legislators, policymakers, and local activists to the table to address key issues affecting communities across America.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Trump Wants To Make The Election About ‘Corruption.’ Here’s Why That Could Backfire | All In | MSNBC",,https://i.ytimg.com/vi/-qriLPZOGLE/hqdefault.jpg,2020-10-22 11:49:42.831479,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,1,CV6Nc6j7f2c
153,cW3X6sjAUK8,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603395795.0,Pennsylvania Attorney General: We'll Be Ready On Election Day | Morning Joe | MSNBC,"Election officials in the presidential battleground state of Pennsylvania must accept mail ballots that arrive up to three days after the election under an order issued Monday by the U.S. Supreme Court. Pennsylvania AG Josh Shapiro joins Morning Joe to discuss. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Pennsylvania Attorney General: We'll Be Ready On Election Day | Morning Joe | MSNBC",,https://i.ytimg.com/vi/cW3X6sjAUK8/hqdefault.jpg,2020-10-22 11:49:42.831511,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,1,CV6Nc6j7f2c
154,Ry4Zh-ZJDhI,MSNBC,UCaXkIU1QidjPwiAYu6GcHjg,1603388473.0,Steve Kornacki Breaks Down Possible Election Scenarios | Morning Joe | MSNBC,"MSNBC's Steve Kornacki looks to the election map to game out different scenarios for the race between President Trump and Joe Biden and the paths to victory for each. Aired on 10/22/2020.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

About Morning Joe with Joe Scarborough: Join Joe Scarborough, Mika Brzezinski, and Willie Geist, for in-depth and informed discussions that help drive the day's political conversation. Top newsmakers, Washington insiders, journalists, and cultural influencers, come together on Morning Joe for unparalleled insight and analysis around the day's biggest stories.

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Steve Kornacki Breaks Down Possible Election Scenarios | Morning Joe | MSNBC",,https://i.ytimg.com/vi/Ry4Zh-ZJDhI/hqdefault.jpg,2020-10-22 11:49:42.831542,-0.5714285714285714,"['PartisanLeft', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News', 'PartisanLeft', 'Mainstream News']",Left,False,1,CV6Nc6j7f2c
